Nombre Cliente;Genero;Pais;Precio USD;Unidades Vendidas;Fecha Venta;Familia de Productos;Año;Ventas
David Walters;No especificado;Francia;992.18;7;1/11/2023;Desktops;2023;6945.26
Anthony Gonzalez;Masculino;Francia;792.19;1;1/11/2023;Laptops;2023;792.19
Teresa Quinn;Femenino;Canada;149.63;9;1/11/2023;Consolas;2023;1346.67
Dennis King;Masculino;Mexico;523.97;1;1/11/2023;Consolas;2023;523.97
Miss Melissa Brandt MD;Masculino;España;154.86;2;1/11/2023;Desktops;2023;309.72
Mrs. Michele Rogers DDS;Masculino;Italia;682.11;2;1/11/2023;Televisores;2023;1364.22
Kevin Hawkins;No especificado;Colombia;99.01;3;1/11/2023;Televisores;2023;297.03
Kerry Jones;No especificado;Argentina;571.68;2;1/11/2023;Televisores;2023;1143.36
Justin Reynolds;Masculino;Francia;533.09;5;1/11/2023;Consolas;2023;2665.45
Christina Kaufman;Masculino;USA;578.28;10;1/11/2023;Consolas;2023;5782.8
David Hall;Femenino;Alemania;621.66;5;1/11/2023;Tablets;2023;3108.3
Madison Smith;Femenino;Canada;772.39;6;1/11/2023;Smartphones;2023;4634.34
Tyler Porter DDS;Masculino;USA;299.68;10;1/11/2023;Smartphones;2023;2996.8
Katie Robertson;Masculino;Argentina;793.96;8;1/11/2023;Laptops;2023;6351.68
Nicholas Hernandez;Femenino;Italia;839.58;9;1/11/2023;Tablets;2023;7556.22
Michael Garcia;Masculino;Colombia;721.99;5;1/11/2023;Tablets;2023;3609.95
Steven Olson;No especificado;Argentina;469.45;7;1/11/2023;Cámaras;2023;3286.15
Amy Ball;Masculino;Italia;732.43;10;1/11/2023;Cámaras;2023;7324.3
Kelsey Anderson;No especificado;Argentina;802.46;4;1/11/2023;Tablets;2023;3209.84
Molly Lewis;No especificado;Canada;275.2;9;1/11/2023;Tablets;2023;2476.8
Robert Nelson;Masculino;Italia;356.86;5;1/11/2023;Consolas;2023;1784.3
Victoria Nelson;Masculino;Canada;90.46;1;1/11/2023;Desktops;2023;90.46
Nicholas Luna;Femenino;Argentina;317.94;9;1/11/2023;Desktops;2023;2861.46
Robert Murray;Femenino;Francia;492.7;5;1/11/2023;Consolas;2023;2463.5
Daniel Torres;Femenino;USA;646.6;1;1/11/2023;Desktops;2023;646.6
Terry Travis;No especificado;Francia;400.76;4;1/11/2023;Cámaras;2023;1603.04
Sarah Garcia;Masculino;Colombia;760.24;3;1/11/2023;Smartphones;2023;2280.72
Mary Gutierrez;No especificado;Francia;253.49;5;1/11/2023;Televisores;2023;1267.45
Paula Jones;Femenino;Colombia;925.48;10;1/11/2023;Televisores;2023;9254.8
Austin Thomas;No especificado;Brasil;793.49;10;1/11/2023;Smartphones;2023;7934.9
Kristen Leblanc;No especificado;Canada;192.36;6;1/11/2023;Desktops;2023;1154.16
Nicole Hutchinson;Masculino;Canada;398.78;9;1/11/2023;Consolas;2023;3589.02
Megan Vazquez;Femenino;Mexico;565.79;3;1/11/2023;Desktops;2023;1697.37
Lisa Myers;Femenino;Canada;794.88;1;1/11/2023;Televisores;2023;794.88
Allison Ramsey PhD;Masculino;Mexico;363.12;2;1/11/2023;Cámaras;2023;726.24
Scott Long;Masculino;Colombia;401.33;6;1/11/2023;Cámaras;2023;2407.98
Lisa Carter;Femenino;Canada;354.89;8;1/11/2023;Smartphones;2023;2839.12
Robert Lee;No especificado;Alemania;814.03;4;1/11/2023;Desktops;2023;3256.12
Caitlin Gomez;Femenino;Canada;111.69;6;1/11/2023;Televisores;2023;670.14
Margaret Roman;Masculino;Francia;835.95;6;1/11/2023;Desktops;2023;5015.7
Karen Brewer;Femenino;Mexico;699.43;3;1/11/2023;Desktops;2023;2098.29
Brittany Allen;Masculino;Mexico;364.8;3;1/11/2023;Smartphones;2023;1094.4
Anna Richmond;No especificado;USA;661.36;7;1/11/2023;Cámaras;2023;4629.52
Amber White;No especificado;Canada;776.88;5;1/11/2023;Laptops;2023;3884.4
Billy Beard;No especificado;Colombia;725.05;3;1/11/2023;Consolas;2023;2175.15
Aaron Jones;Femenino;Alemania;201.62;9;1/11/2023;Cámaras;2023;1814.58
Amanda Cooper;Femenino;Alemania;605.6;3;1/11/2023;Desktops;2023;1816.8
Nicholas Johnson;No especificado;Canada;455.65;7;1/11/2023;Laptops;2023;3189.55
Karen Vaughn;Masculino;Italia;534.84;8;1/11/2023;Smartphones;2023;4278.72
Ryan Rodriguez;Femenino;Alemania;351.27;8;1/11/2023;Laptops;2023;2810.16
Kaitlyn Carr;Femenino;España;917.12;3;1/11/2023;Smartphones;2023;2751.36
Susan Collins;No especificado;Colombia;86.9;10;1/11/2023;Televisores;2023;869
Kevin Martin;No especificado;Colombia;607.32;5;1/11/2023;Desktops;2023;3036.6
Denise Mccann;Femenino;España;748.78;3;1/11/2023;Smartphones;2023;2246.34
Jason Zimmerman;No especificado;Italia;820.93;4;1/11/2023;Televisores;2023;3283.72
Michael Thomas;Femenino;Argentina;799.77;7;1/11/2023;Televisores;2023;5598.39
Abigail Walls;Femenino;Alemania;861.69;7;1/11/2023;Laptops;2023;6031.83
Bradley Gutierrez;Femenino;Colombia;850.09;4;1/11/2023;Desktops;2023;3400.36
Karen Ferguson;Femenino;USA;212.27;7;1/11/2023;Tablets;2023;1485.89
Carl Bradley;Femenino;Italia;934.56;2;1/11/2023;Laptops;2023;1869.12
Christian Mendez;No especificado;Francia;669.59;6;1/11/2023;Desktops;2023;4017.54
Julia Reeves;Masculino;Argentina;207.25;9;1/11/2023;Cámaras;2023;1865.25
Casey Hubbard;Masculino;España;557.16;9;1/11/2023;Smartphones;2023;5014.44
Jacob Mcdaniel;Femenino;Argentina;964.33;1;1/11/2023;Televisores;2023;964.33
Kelly Peck;Masculino;Argentina;977.82;3;1/11/2023;Smartphones;2023;2933.46
Katie Gonzales;Femenino;España;571.29;8;1/11/2023;Televisores;2023;4570.32
Christine Harris;Masculino;Alemania;113.52;4;1/11/2023;Desktops;2023;454.08
Alicia Oliver;No especificado;Argentina;975.34;10;1/11/2023;Cámaras;2023;9753.4
Suzanne Lee;Femenino;Francia;614.06;2;1/11/2023;Tablets;2023;1228.12
Nathan Spears;Masculino;Alemania;158.03;3;1/11/2023;Consolas;2023;474.09
David Davila;No especificado;USA;289.03;1;1/11/2023;Smartphones;2023;289.03
Crystal Benton;Masculino;Mexico;226.5;8;1/11/2023;Smartphones;2023;1812
Robyn Melton;No especificado;España;638.35;1;1/11/2023;Smartphones;2023;638.35
Kathleen White;Femenino;Italia;505.3;4;1/11/2023;Televisores;2023;2021.2
Jeffrey Palmer;Femenino;Italia;56.68;3;1/11/2023;Consolas;2023;170.04
Kevin Coleman;Femenino;Italia;593.45;7;1/11/2023;Consolas;2023;4154.15
Christian Spencer;No especificado;Brasil;362.04;1;1/11/2023;Televisores;2023;362.04
Anna Johnson;Femenino;España;866.34;6;1/11/2023;Laptops;2023;5198.04
Jeffrey Curtis;No especificado;Francia;867.12;9;1/11/2023;Desktops;2023;7804.08
Patrick Snyder;Masculino;España;607.44;2;1/11/2023;Desktops;2023;1214.88
Daniel Stevens;No especificado;Italia;572.77;3;1/11/2023;Televisores;2023;1718.31
Lisa Cervantes;No especificado;Argentina;842.73;1;1/11/2023;Televisores;2023;842.73
Gary Reeves;No especificado;España;247.91;8;1/11/2023;Tablets;2023;1983.28
James Chavez;Masculino;Alemania;437.03;7;1/11/2023;Laptops;2023;3059.21
Charles Costa;Masculino;Colombia;844.33;2;1/11/2023;Televisores;2023;1688.66
John Kelly;Femenino;Francia;102.27;5;1/11/2023;Televisores;2023;511.35
Travis Brown;Masculino;Canada;529.2;7;1/11/2023;Smartphones;2023;3704.4
Clayton Espinoza;Femenino;Italia;363.84;1;1/11/2023;Cámaras;2023;363.84
Ashley Griffith;No especificado;USA;754.32;3;1/11/2023;Cámaras;2023;2262.96
Ronald Rose;Femenino;Canada;594.8;8;1/11/2023;Tablets;2023;4758.4
Jessica Reid;Femenino;Brasil;892.47;2;1/11/2023;Smartphones;2023;1784.94
Travis Williams;Masculino;Alemania;150.66;1;1/11/2023;Cámaras;2023;150.66
Angela Moore;Masculino;Francia;376.61;2;1/11/2023;Smartphones;2023;753.22
Jessica Pace;No especificado;Brasil;425.52;9;1/11/2023;Smartphones;2023;3829.68
Jimmy Gibbs;No especificado;Colombia;97.32;5;1/11/2023;Smartphones;2023;486.6
Chad Adams;No especificado;Brasil;174.02;5;1/11/2023;Laptops;2023;870.1
Alicia Owens;Masculino;Alemania;925.78;6;1/11/2023;Consolas;2023;5554.68
Johnny Smith;Femenino;Canada;200.78;1;1/11/2023;Desktops;2023;200.78
Michael Davenport;Masculino;España;528.38;8;1/11/2023;Cámaras;2023;4227.04
Dr. Ana Jackson;No especificado;Argentina;380.44;3;1/11/2023;Cámaras;2023;1141.32
Robert Flynn;Femenino;Brasil;820.77;2;1/11/2023;Tablets;2023;1641.54
Roberto Smith;No especificado;Alemania;97.72;9;1/11/2023;Tablets;2023;879.48
Anna Orozco;Masculino;Brasil;333.28;7;1/11/2023;Smartphones;2023;2332.96
Steven Shaw;Femenino;Francia;885.28;10;1/11/2023;Tablets;2023;8852.8
David Duke;Femenino;Colombia;370.73;9;1/11/2023;Cámaras;2023;3336.57
David Ford;No especificado;Canada;267.13;2;1/11/2023;Cámaras;2023;534.26
Brittany Hendrix;Masculino;Canada;859.3;9;1/11/2023;Tablets;2023;7733.7
Christopher Cervantes;Masculino;USA;678.98;10;1/11/2023;Smartphones;2023;6789.8
James Foster;Femenino;USA;520.89;8;1/11/2023;Desktops;2023;4167.12
Alexander Gonzalez;Femenino;Alemania;639.08;4;1/11/2023;Laptops;2023;2556.32
James Grant;Masculino;Canada;630.61;9;1/11/2023;Desktops;2023;5675.49
Taylor Gutierrez;Femenino;Canada;513.42;8;1/11/2023;Laptops;2023;4107.36
Megan Bullock;Masculino;Argentina;138.27;7;1/11/2023;Consolas;2023;967.89
William Brooks;Masculino;Italia;178.61;7;1/11/2023;Consolas;2023;1250.27
Sarah Reyes;Femenino;Mexico;435.82;6;1/11/2023;Tablets;2023;2614.92
Douglas Dawson;Femenino;USA;950.73;7;1/11/2023;Consolas;2023;6655.11
William Olson;Femenino;Italia;832.45;2;1/11/2023;Laptops;2023;1664.9
Matthew Miller;Masculino;Colombia;328.27;2;1/11/2023;Desktops;2023;656.54
Krystal Howell;Femenino;España;460.18;5;1/11/2023;Televisores;2023;2300.9
Daniel Boyer;Femenino;Mexico;429.1;8;1/11/2023;Laptops;2023;3432.8
Joshua Baker;Masculino;USA;592.88;2;1/11/2023;Laptops;2023;1185.76
Cynthia Parker;Femenino;Italia;909.21;2;1/11/2023;Desktops;2023;1818.42
Ryan Hickman;Femenino;Francia;950.7;1;1/11/2023;Tablets;2023;950.7
Daniel Wolfe;No especificado;Mexico;109.19;7;1/11/2023;Cámaras;2023;764.33
Danielle Farmer;Femenino;Francia;637.79;2;1/11/2023;Tablets;2023;1275.58
Beth Schmidt;No especificado;Canada;944.92;1;1/11/2023;Smartphones;2023;944.92
Tracy Jones;No especificado;Mexico;453.88;1;1/11/2023;Desktops;2023;453.88
Jay Tran;Femenino;Brasil;447.06;10;1/11/2023;Cámaras;2023;4470.6
Donna Jones;Masculino;Mexico;728.48;3;1/11/2023;Televisores;2023;2185.44
Jane Wood;Masculino;Mexico;404.63;2;1/11/2023;Smartphones;2023;809.26
Christopher Mayer;No especificado;Mexico;552.49;9;1/11/2023;Smartphones;2023;4972.41
Donald Thomas;Femenino;Alemania;656.59;8;1/11/2023;Laptops;2023;5252.72
Lori Ellis;No especificado;Argentina;660.31;1;1/11/2023;Desktops;2023;660.31
Diana Myers;No especificado;Canada;875.05;8;1/11/2023;Televisores;2023;7000.4
Joshua Jones;Masculino;Alemania;263.96;4;1/11/2023;Cámaras;2023;1055.84
Kyle Brown;No especificado;Argentina;838.94;8;1/11/2023;Smartphones;2023;6711.52
John Hardin;No especificado;Italia;832.53;7;1/11/2023;Televisores;2023;5827.71
Melvin Black;No especificado;Brasil;50.97;9;1/11/2023;Desktops;2023;458.73
Crystal Higgins;Masculino;USA;409.2;5;1/11/2023;Consolas;2023;2046
Joseph Lopez;No especificado;Francia;543.84;3;1/11/2023;Smartphones;2023;1631.52
Melissa Carter;Femenino;Francia;119.21;5;1/11/2023;Desktops;2023;596.05
Paul Sharp;No especificado;Colombia;660.6;5;1/11/2023;Laptops;2023;3303
Matthew Harvey;No especificado;USA;540.26;7;1/11/2023;Consolas;2023;3781.82
Tyrone Bennett;No especificado;España;814.28;9;1/11/2023;Smartphones;2023;7328.52
Marisa Martinez;Femenino;España;190.55;6;1/11/2023;Desktops;2023;1143.3
Anthony Frye;No especificado;Canada;962.44;7;1/11/2023;Smartphones;2023;6737.08
Jeremy Ortiz;Masculino;Francia;63.88;3;1/11/2023;Consolas;2023;191.64
William Donovan;No especificado;España;88.29;1;1/11/2023;Consolas;2023;88.29
Adam Stephenson;Femenino;Francia;336.09;4;1/11/2023;Cámaras;2023;1344.36
Ricky Moore;Masculino;Colombia;92.6;2;1/11/2023;Tablets;2023;185.2
Sean Martinez;No especificado;USA;104.04;10;1/11/2023;Cámaras;2023;1040.4
Anthony Jenkins;Femenino;Brasil;96.36;3;1/11/2023;Desktops;2023;289.08
Matthew Garrison;No especificado;Argentina;621.53;8;1/11/2023;Cámaras;2023;4972.24
Chase Wells;Masculino;Mexico;191.43;1;1/11/2023;Desktops;2023;191.43
Heidi Ortega;Femenino;Brasil;283.66;4;1/11/2023;Desktops;2023;1134.64
Carmen Taylor;Masculino;Canada;373.48;5;1/11/2023;Smartphones;2023;1867.4
Mr. Russell Patel II;No especificado;Francia;170.48;9;1/11/2023;Consolas;2023;1534.32
Cole Ford;No especificado;Argentina;698.9;6;1/11/2023;Televisores;2023;4193.4
Jose Foster;Femenino;USA;995.69;1;1/11/2023;Smartphones;2023;995.69
James Roberson;No especificado;Brasil;865.16;3;1/11/2023;Laptops;2023;2595.48
Michael Castro;Masculino;Italia;564.11;5;1/11/2023;Consolas;2023;2820.55
Alison Miller;Femenino;Canada;720.76;8;1/11/2023;Desktops;2023;5766.08
Tiffany Ford;No especificado;USA;243.77;2;1/11/2023;Televisores;2023;487.54
Linda Lyons;Femenino;Alemania;451.4;8;1/11/2023;Consolas;2023;3611.2
Jerry Gregory;Masculino;España;181.29;3;1/11/2023;Consolas;2023;543.87
Steven Hopkins;Femenino;Brasil;654.12;1;1/11/2023;Cámaras;2023;654.12
Harold Smith;Masculino;Mexico;833.45;6;1/11/2023;Desktops;2023;5000.7
Matthew Stone;Masculino;Italia;756.53;7;1/11/2023;Cámaras;2023;5295.71
Matthew Bowers;Masculino;Francia;228.01;6;1/11/2023;Cámaras;2023;1368.06
Timothy Acosta;Masculino;Francia;171.8;1;1/11/2023;Desktops;2023;171.8
Jessica Jackson;Femenino;Colombia;271.85;3;1/11/2023;Laptops;2023;815.55
James Smith;Masculino;Argentina;907.18;4;1/11/2023;Cámaras;2023;3628.72
Ann Walton;No especificado;Alemania;568.14;1;1/11/2023;Desktops;2023;568.14
Donna Wright;Femenino;USA;458.29;7;1/11/2023;Laptops;2023;3208.03
Joseph Yoder;Masculino;Francia;915.49;5;1/11/2023;Smartphones;2023;4577.45
Tami Roberts;No especificado;Alemania;964.53;9;1/11/2023;Smartphones;2023;8680.77
Charles Anderson;Femenino;Mexico;577.25;2;1/11/2023;Desktops;2023;1154.5
Lisa Rodriguez;No especificado;Colombia;213.16;9;1/11/2023;Desktops;2023;1918.44
Michael Salazar;Masculino;Colombia;438.99;7;1/11/2023;Tablets;2023;3072.93
Jesus Myers;Masculino;España;742.84;2;1/11/2023;Smartphones;2023;1485.68
Mark Garcia;Masculino;Brasil;313.75;9;1/11/2023;Tablets;2023;2823.75
Gary Simmons;Masculino;Francia;176.68;2;1/11/2023;Smartphones;2023;353.36
Michael Patrick;Masculino;Canada;346.72;8;1/11/2023;Smartphones;2023;2773.76
Cindy Cox;Masculino;USA;984.32;3;1/11/2023;Televisores;2023;2952.96
Veronica Sanchez;Masculino;Francia;146.15;7;1/11/2023;Desktops;2023;1023.05
Michelle Hendricks;No especificado;USA;139.67;3;1/11/2023;Smartphones;2023;419.01
Mr. Anthony Villa;Masculino;España;732.83;10;1/11/2023;Smartphones;2023;7328.3
Nicholas Allen;Masculino;Italia;481.37;5;1/11/2023;Tablets;2023;2406.85
Donna Velasquez;Femenino;Argentina;681.74;10;1/11/2023;Desktops;2023;6817.4
Joshua Taylor;Masculino;Argentina;563.09;5;1/11/2023;Consolas;2023;2815.45
Mrs. Taylor Thomas;Masculino;USA;482.3;7;1/11/2023;Laptops;2023;3376.1
Jeremy Savage;No especificado;Brasil;771.77;9;1/11/2023;Cámaras;2023;6945.93
James Barnett;No especificado;Argentina;959.51;6;1/11/2023;Cámaras;2023;5757.06
Rebecca Hunt;Femenino;Francia;938.12;8;1/11/2023;Tablets;2023;7504.96
Vincent Morgan;Femenino;Colombia;750.12;10;1/11/2023;Consolas;2023;7501.2
Isaac Nguyen;Masculino;Colombia;535.06;1;1/11/2023;Consolas;2023;535.06
Kimberly Miller;No especificado;Brasil;412.64;7;1/11/2023;Smartphones;2023;2888.48
Desiree White;No especificado;Argentina;814.07;3;1/11/2023;Tablets;2023;2442.21
Mathew Smith;Masculino;Argentina;73.37;6;1/11/2023;Consolas;2023;440.22
Justin Wagner;No especificado;Alemania;310.64;8;1/11/2023;Smartphones;2023;2485.12
Christian Haley;Femenino;Argentina;838.45;5;1/11/2023;Tablets;2023;4192.25
Gregory Pratt;Masculino;España;124.41;2;1/11/2023;Televisores;2023;248.82
Jennifer Young;Masculino;Canada;533.31;1;1/11/2023;Desktops;2023;533.31
Charles Schmidt;Femenino;España;217.7;2;1/11/2023;Tablets;2023;435.4
John Jones;No especificado;Francia;506.01;2;1/11/2023;Desktops;2023;1012.02
Tracy Whitaker;Masculino;Alemania;967.61;5;1/11/2023;Cámaras;2023;4838.05
Shawn Roberts;Femenino;Argentina;126.83;7;1/11/2023;Desktops;2023;887.81
Jennifer Jackson;Masculino;Italia;246.94;6;1/11/2023;Desktops;2023;1481.64
Douglas Chavez;Femenino;Argentina;118.4;6;1/11/2023;Tablets;2023;710.4
Mark Blackwell;Femenino;Alemania;439.54;2;1/11/2023;Laptops;2023;879.08
Amber Reid;Femenino;Italia;211.73;6;1/11/2023;Consolas;2023;1270.38
David Lewis;No especificado;Argentina;743.57;2;1/11/2023;Smartphones;2023;1487.14
Michele Lewis;Masculino;Mexico;181.57;7;1/11/2023;Smartphones;2023;1270.99
Samantha Gordon;Masculino;Colombia;825.7;7;1/11/2023;Televisores;2023;5779.9
Russell Rodgers;No especificado;Brasil;669.21;9;1/11/2023;Cámaras;2023;6022.89
Sonya Conway;No especificado;Colombia;645.1;7;1/11/2023;Consolas;2023;4515.7
Linda Porter;Masculino;Brasil;433.03;1;1/11/2023;Tablets;2023;433.03
Tanya Davidson;Femenino;España;364.04;4;1/11/2023;Televisores;2023;1456.16
Sandra Snyder;No especificado;Mexico;328.05;5;1/11/2023;Laptops;2023;1640.25
Brandon Koch;Masculino;Alemania;168.85;2;1/11/2023;Televisores;2023;337.7
Brittney Robinson;Femenino;España;433.49;5;1/11/2023;Smartphones;2023;2167.45
Manuel Clarke;Masculino;Alemania;804.62;4;1/11/2023;Tablets;2023;3218.48
James Kelley;Femenino;Italia;508.2;1;1/11/2023;Laptops;2023;508.2
Patricia Franklin;No especificado;Francia;674.85;9;1/11/2023;Consolas;2023;6073.65
Claudia Smith;Femenino;España;756.15;4;1/11/2023;Televisores;2023;3024.6
David Dennis;Femenino;USA;56;8;1/11/2023;Consolas;2023;448
Michael Cameron;No especificado;Italia;838.69;3;1/11/2023;Laptops;2023;2516.07
Kelly Wise;Femenino;Francia;535.59;10;1/11/2023;Smartphones;2023;5355.9
Scott Patterson;Femenino;Alemania;624.48;9;1/11/2023;Laptops;2023;5620.32
Eric Jimenez;No especificado;USA;221.65;9;1/11/2023;Cámaras;2023;1994.85
Maureen Miller;No especificado;España;350.19;6;1/11/2023;Cámaras;2023;2101.14
Shawn Wade;Femenino;Mexico;556.75;8;1/11/2023;Desktops;2023;4454
William James;Femenino;Colombia;741.21;5;1/11/2023;Televisores;2023;3706.05
Anthony Mason;No especificado;Mexico;521.26;3;1/11/2023;Laptops;2023;1563.78
Derek Harmon;Femenino;Italia;608.07;10;1/11/2023;Laptops;2023;6080.7
Candace Mitchell;Femenino;Canada;956.07;8;1/11/2023;Consolas;2023;7648.56
Wendy Simpson;No especificado;España;183.4;10;1/11/2023;Consolas;2023;1834
Dr. Thomas Mcguire;Masculino;Mexico;223.72;8;1/11/2023;Desktops;2023;1789.76
Sandra Holt;Masculino;Mexico;760.81;1;1/11/2023;Cámaras;2023;760.81
Bobby White;No especificado;Argentina;837.3;6;1/11/2023;Desktops;2023;5023.8
Johnathan Ray;No especificado;Alemania;445.82;4;1/11/2023;Televisores;2023;1783.28
Randall Adams;Femenino;Francia;343.93;2;1/11/2023;Laptops;2023;687.86
Lee Huffman;No especificado;Brasil;818.09;2;1/11/2023;Tablets;2023;1636.18
Robert Weeks;Masculino;España;371.45;4;1/11/2023;Televisores;2023;1485.8
Heather Cole;Femenino;Canada;795.39;2;1/11/2023;Televisores;2023;1590.78
Erin Reyes;Masculino;Brasil;98.72;9;1/11/2023;Smartphones;2023;888.48
Eugene Merritt;Femenino;Italia;73.11;1;1/11/2023;Cámaras;2023;73.11
Dale Johnston;Femenino;Brasil;794.33;4;1/11/2023;Cámaras;2023;3177.32
Kelly Bailey;Masculino;Mexico;918.49;6;1/11/2023;Tablets;2023;5510.94
Anna Myers;Masculino;Francia;983.76;2;1/11/2023;Cámaras;2023;1967.52
Jeffrey Lee;Masculino;Argentina;739.65;1;1/11/2023;Consolas;2023;739.65
Richard Hahn;Masculino;Canada;551.93;9;1/11/2023;Televisores;2023;4967.37
Jill Baker;Femenino;España;754.21;5;1/11/2023;Smartphones;2023;3771.05
Christopher Evans;Femenino;Argentina;220.81;8;1/11/2023;Consolas;2023;1766.48
Karen Herrera;Masculino;Italia;517.52;4;1/11/2023;Consolas;2023;2070.08
Larry Hansen;Femenino;Italia;182.15;10;1/11/2023;Televisores;2023;1821.5
Jessica Ellis;No especificado;España;610.11;6;1/11/2023;Televisores;2023;3660.66
Lauren Powell;Femenino;Canada;555.23;5;1/11/2023;Smartphones;2023;2776.15
Theresa Smith;Masculino;España;686.13;6;1/11/2023;Consolas;2023;4116.78
Cindy Mendoza;No especificado;Brasil;143.2;3;1/11/2023;Televisores;2023;429.6
Barbara Nelson;Femenino;Mexico;731.47;1;1/11/2023;Consolas;2023;731.47
Olivia Fitzpatrick;Femenino;Francia;65.43;1;1/11/2023;Smartphones;2023;65.43
Lawrence Whitaker;Masculino;Italia;56.05;6;1/11/2023;Desktops;2023;336.3
Daniel Brown;Masculino;Canada;922.45;8;1/11/2023;Consolas;2023;7379.6
Andrea Carlson;Masculino;Mexico;88.86;6;1/11/2023;Tablets;2023;533.16
Jon Watson;Masculino;España;947.47;5;1/11/2023;Consolas;2023;4737.35
Tanya Roy;No especificado;Francia;640.58;8;1/11/2023;Desktops;2023;5124.64
Caitlin Huang;Femenino;Argentina;51.07;6;1/11/2023;Tablets;2023;306.42
Heidi Arnold;No especificado;España;532.31;8;1/11/2023;Cámaras;2023;4258.48
Cindy Kennedy;Masculino;España;971.8;4;1/11/2023;Televisores;2023;3887.2
Kelly Sullivan;Femenino;Colombia;812.65;6;1/11/2023;Televisores;2023;4875.9
Ricardo Contreras;Femenino;Colombia;584.51;4;1/11/2023;Cámaras;2023;2338.04
Briana Anderson;No especificado;Argentina;559.28;2;1/11/2023;Consolas;2023;1118.56
Kayla May;Femenino;Argentina;908.74;8;1/11/2023;Laptops;2023;7269.92
Eric Stevens;Femenino;Canada;395.37;3;1/11/2023;Consolas;2023;1186.11
Charles Fitzgerald;No especificado;Francia;129.98;7;1/11/2023;Smartphones;2023;909.86
Amy Mitchell;Femenino;USA;376.58;3;1/11/2023;Consolas;2023;1129.74
Dr. Scott Nguyen;No especificado;España;739.71;10;1/11/2023;Smartphones;2023;7397.1
Daniel Pierce;Masculino;Argentina;536.2;3;1/11/2023;Laptops;2023;1608.6
Ryan Orr;No especificado;Canada;365.05;6;1/11/2023;Smartphones;2023;2190.3
Spencer Baker;No especificado;Mexico;903.56;10;1/11/2023;Televisores;2023;9035.6
Jacob Williams;Masculino;Alemania;268.12;5;1/11/2023;Consolas;2023;1340.6
Emily Mitchell;Masculino;España;921.81;5;1/11/2023;Televisores;2023;4609.05
Lisa Avila;No especificado;Francia;422.23;5;1/11/2023;Televisores;2023;2111.15
